"module","order","target","source","source_relative"
"01-runtime-ui-references","032","UIATLAS_003_014_pxui_system_014_工牌","render.mjs","UIATLAS_003_系统入口图标/UIATLAS_003_014_pxui_system_014_工牌.png"
"01-runtime-ui-references","033","UIATLAS_003_012_pxui_system_012_作品册","render.mjs","UIATLAS_003_系统入口图标/UIATLAS_003_012_pxui_system_012_作品册.png"
"01-runtime-ui-references","034","UIATLAS_003_015_pxui_system_015_地图远","render.mjs","UIATLAS_003_系统入口图标/UIATLAS_003_015_pxui_system_015_地图远.png"
"01-runtime-ui-references","035","UIATLAS_003_035_pxui_system_035_岔路牌","render.mjs","UIATLAS_003_系统入口图标/UIATLAS_003_035_pxui_system_035_岔路牌.png"
"01-runtime-ui-references","036","UIATLAS_004_001_pxui_action_001_电脑","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_001_pxui_action_001_电脑.png"
"01-runtime-ui-references","037","UIATLAS_004_002_pxui_action_002_书","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_002_pxui_action_002_书.png"
"01-runtime-ui-references","038","UIATLAS_004_003_pxui_action_003_图纸","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_003_pxui_action_003_图纸.png"
"01-runtime-ui-references","039","UIATLAS_004_004_pxui_action_004_地图","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_004_pxui_action_004_地图.png"
"01-runtime-ui-references","040","UIATLAS_004_005_pxui_action_005_图板丁","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_005_pxui_action_005_图板丁.png"
"01-runtime-ui-references","041","UIATLAS_004_006_pxui_action_006_夜灯","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_006_pxui_action_006_夜灯.png"
"01-runtime-ui-references","042","UIATLAS_004_007_pxui_action_007_哑铃","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_007_pxui_action_007_哑铃.png"
"01-runtime-ui-references","043","UIATLAS_004_008_pxui_action_008_饭碗饮","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_008_pxui_action_008_饭碗饮.png"
"01-runtime-ui-references","044","UIATLAS_004_009_pxui_action_009_床","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_009_pxui_action_009_床.png"
"01-runtime-ui-references","045","UIATLAS_004_010_pxui_action_010_合同","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_010_pxui_action_010_合同.png"
"01-runtime-ui-references","046","UIATLAS_004_011_pxui_action_011_工牌零","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_011_pxui_action_011_工牌零.png"
"01-runtime-ui-references","047","UIATLAS_004_012_pxui_action_012_发光技","render.mjs","UIATLAS_004_周行动、项目、评图、模型/UIATLAS_004_012_pxui_action_012_发光技.png"
"01-runtime-ui-references","048","UIATLAS_002_038_pxui_stat_038_平静笑","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_038_pxui_stat_038_平静笑.png"
"01-runtime-ui-references","049","UIATLAS_017_044_pxui_random_normal_044_游戏手","render.mjs","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_044_pxui_random_normal_044_游戏手.png"
"01-runtime-ui-references","050","UIATLAS_012_003_pxui_achievement_core_003_草图灯","render.mjs","UIATLAS_012_成长成就图标_01/UIATLAS_012_003_pxui_achievement_core_003_草图灯.png"
"01-runtime-ui-references","051","UIATLAS_012_010_pxui_achievement_core_010_王冠夜","render.mjs","UIATLAS_012_成长成就图标_01/UIATLAS_012_010_pxui_achievement_core_010_王冠夜.png"
"01-runtime-ui-references","052","UIATLAS_002_018_pxui_stat_018_盾牌压","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_018_pxui_stat_018_盾牌压.png"
"01-runtime-ui-references","053","UIATLAS_002_004_pxui_stat_004_钱袋","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_004_pxui_stat_004_钱袋.png"
"01-runtime-ui-references","054","UIATLAS_019_008_pxui_random_normal_108_学弟取","render.mjs","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_008_pxui_random_normal_108_学弟取.png"
"01-runtime-ui-references","055","UIATLAS_011_005_pxui_route_005_答题卡","render.mjs","UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_005_pxui_route_005_答题卡.png"
"01-runtime-ui-references","056","UIATLAS_002_001_pxui_stat_001_电池","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_001_pxui_stat_001_电池.png"
"01-runtime-ui-references","057","UIATLAS_002_006_pxui_stat_006_电池","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_006_pxui_stat_006_电池.png"
"01-runtime-ui-references","058","UIATLAS_002_002_pxui_stat_002_压力表","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_002_pxui_stat_002_压力表.png"
"01-runtime-ui-references","059","UIATLAS_002_003_pxui_stat_003_金币","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_003_pxui_stat_003_金币.png"
"01-runtime-ui-references","060","UIATLAS_002_007_pxui_stat_007_蓝图进","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_007_pxui_stat_007_蓝图进.png"
"01-runtime-ui-references","061","UIATLAS_002_009_pxui_stat_009_奖章","render.mjs","UIATLAS_002_状态数值与反馈/UIATLAS_002_009_pxui_stat_009_奖章.png"
"01-runtime-ui-references","062","UIATLAS_008_001_pxui_role_036_模型","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_001_pxui_role_036_模型.png"
"01-runtime-ui-references","063","UIATLAS_008_002_pxui_role_037_芯片","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_002_pxui_role_037_芯片.png"
"01-runtime-ui-references","064","UIATLAS_008_003_pxui_role_038_调色盘","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_003_pxui_role_038_调色盘.png"
"01-runtime-ui-references","065","UIATLAS_008_004_pxui_role_039_麦克风","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_004_pxui_role_039_麦克风.png"
"01-runtime-ui-references","066","UIATLAS_008_005_pxui_role_040_头像","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_005_pxui_role_040_头像.png"
"01-runtime-ui-references","067","UIATLAS_008_006_pxui_role_041_盾牌","render.mjs","UIATLAS_008_角色属性图标/UIATLAS_008_006_pxui_role_041_盾牌.png"
"01-runtime-ui-references","068","UIATLAS_009_001_pxui_shop_001_炸鸡桶","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_001_pxui_shop_001_炸鸡桶.png"
"01-runtime-ui-references","069","UIATLAS_009_002_pxui_shop_002_能量饮","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_002_pxui_shop_002_能量饮.png"
"01-runtime-ui-references","070","UIATLAS_009_003_pxui_shop_003_眼药水","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_003_pxui_shop_003_眼药水.png"
"01-runtime-ui-references","071","UIATLAS_009_004_pxui_shop_004_唱片","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_004_pxui_shop_004_唱片.png"
"01-runtime-ui-references","072","UIATLAS_009_005_pxui_shop_005_肩颈按","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_005_pxui_shop_005_肩颈按.png"
"01-runtime-ui-references","073","UIATLAS_009_006_pxui_shop_006_咖啡","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_006_pxui_shop_006_咖啡.png"
"01-runtime-ui-references","074","UIATLAS_009_007_pxui_shop_007_折叠床","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_007_pxui_shop_007_折叠床.png"
"01-runtime-ui-references","075","UIATLAS_009_008_pxui_shop_008_对话气","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_008_pxui_shop_008_对话气.png"
"01-runtime-ui-references","076","UIATLAS_009_009_pxui_shop_009_健身会","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_009_pxui_shop_009_健身会.png"
"01-runtime-ui-references","077","UIATLAS_009_010_pxui_shop_010_请假纸","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_010_pxui_shop_010_请假纸.png"
"01-runtime-ui-references","078","UIATLAS_009_011_pxui_shop_011_速写本","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_011_pxui_shop_011_速写本.png"
"01-runtime-ui-references","079","UIATLAS_009_012_pxui_shop_012_马克笔","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_012_pxui_shop_012_马克笔.png"
"01-runtime-ui-references","080","UIATLAS_009_013_pxui_shop_013_图纸","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_013_pxui_shop_013_图纸.png"
"01-runtime-ui-references","081","UIATLAS_009_014_pxui_shop_014_书","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_014_pxui_shop_014_书.png"
"01-runtime-ui-references","082","UIATLAS_009_015_pxui_shop_015_书","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_015_pxui_shop_015_书.png"
"01-runtime-ui-references","083","UIATLAS_009_016_pxui_shop_016_齿轮","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_016_pxui_shop_016_齿轮.png"
"01-runtime-ui-references","084","UIATLAS_009_017_pxui_shop_017_书","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_017_pxui_shop_017_书.png"
"01-runtime-ui-references","085","UIATLAS_009_018_pxui_shop_018_作品集","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_018_pxui_shop_018_作品集.png"
"01-runtime-ui-references","086","UIATLAS_009_019_pxui_shop_019_数位板","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_019_pxui_shop_019_数位板.png"
"01-runtime-ui-references","087","UIATLAS_009_020_pxui_shop_020_模型","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_020_pxui_shop_020_模型.png"
"01-runtime-ui-references","088","UIATLAS_009_021_pxui_shop_021_头戴耳","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_021_pxui_shop_021_头戴耳.png"
"01-runtime-ui-references","089","UIATLAS_009_022_pxui_shop_022_人体工","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_022_pxui_shop_022_人体工.png"
"01-runtime-ui-references","090","UIATLAS_009_023_pxui_shop_023_人体工","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_023_pxui_shop_023_人体工.png"
"01-runtime-ui-references","091","UIATLAS_009_024_pxui_shop_024_高性能","render.mjs","UIATLAS_009_商店商品图标/UIATLAS_009_024_pxui_shop_024_高性能.png"
"03-achievements","001","大学新生","achievement:001","UIATLAS_012_成长成就图标_01/UIATLAS_012_001_pxui_achievement_core_001_书.png"
"03-achievements","002","第一根线","achievement:002","UIATLAS_012_成长成就图标_01/UIATLAS_012_002_pxui_achievement_core_002_丁字尺.png"
"03-achievements","003","设计思考","achievement:003","UIATLAS_012_成长成就图标_01/UIATLAS_012_003_pxui_achievement_core_003_草图灯.png"
"03-achievements","004","新鲜空气","achievement:004","UIATLAS_012_成长成就图标_01/UIATLAS_012_004_pxui_achievement_core_004_地图脚.png"
"03-achievements","005","第一个学期","achievement:005","UIATLAS_012_成长成就图标_01/UIATLAS_012_005_pxui_achievement_core_005_学期日.png"
"03-achievements","006","一年过后","achievement:006","UIATLAS_012_成长成就图标_01/UIATLAS_012_006_pxui_achievement_core_006_学年日.png"
"03-achievements","007","大学毕业之后","achievement:007","UIATLAS_012_成长成就图标_01/UIATLAS_012_007_pxui_achievement_core_007_书.png"
"03-achievements","008","第一次通宵","achievement:008","UIATLAS_012_成长成就图标_01/UIATLAS_012_008_pxui_achievement_core_008_图纸.png"
"03-achievements","009","通宵三次","achievement:009","UIATLAS_012_成长成就图标_01/UIATLAS_012_009_pxui_achievement_core_009_三盏夜.png"
"03-achievements","010","熬夜冠军","achievement:010","UIATLAS_012_成长成就图标_01/UIATLAS_012_010_pxui_achievement_core_010_王冠夜.png"
"03-achievements","011","选课完成","achievement:011","UIATLAS_012_成长成就图标_01/UIATLAS_012_011_pxui_achievement_core_011_课程.png"
"03-achievements","012","学霸来的","achievement:012","UIATLAS_012_成长成就图标_01/UIATLAS_012_012_pxui_achievement_core_012_满分试.png"
"03-achievements","013","第一次评图","achievement:013","UIATLAS_012_成长成就图标_01/UIATLAS_012_013_pxui_achievement_core_013_评图展.png"
"03-achievements","014","幸存者","achievement:014","UIATLAS_012_成长成就图标_01/UIATLAS_012_014_pxui_achievement_core_014_勾.png"
"03-achievements","015","不错的图纸","achievement:015","UIATLAS_012_成长成就图标_01/UIATLAS_012_015_pxui_achievement_core_015_认可展.png"
"03-achievements","016","匠心之作","achievement:016","UIATLAS_012_成长成就图标_01/UIATLAS_012_016_pxui_achievement_core_016_精良展.png"
"03-achievements","017","年少有为","achievement:017","UIATLAS_012_成长成就图标_01/UIATLAS_012_017_pxui_achievement_core_017_星级展.png"
"03-achievements","018","成绩稳定","achievement:018","UIATLAS_012_成长成就图标_01/UIATLAS_012_018_pxui_achievement_core_018_勾.png"
"03-achievements","019","后继有人","achievement:019","UIATLAS_012_成长成就图标_01/UIATLAS_012_019_pxui_achievement_core_019_双星章.png"
"03-achievements","020","一年没挂科","achievement:020","UIATLAS_012_成长成就图标_01/UIATLAS_012_020_pxui_achievement_core_020_无挂科.png"
"03-achievements","021","三年没挂科","achievement:021","UIATLAS_012_成长成就图标_01/UIATLAS_012_021_pxui_achievement_core_021_四学期.png"
"03-achievements","022","挂科初体验","achievement:022","UIATLAS_012_成长成就图标_01/UIATLAS_012_022_pxui_achievement_core_022_红色低.png"
"03-achievements","023","我是后背","achievement:023","UIATLAS_012_成长成就图标_01/UIATLAS_012_023_pxui_achievement_core_023_勾.png"
"03-achievements","024","幸运儿","achievement:024","UIATLAS_012_成长成就图标_01/UIATLAS_012_024_pxui_achievement_core_024_及格线.png"
"03-achievements","025","口若悬河","achievement:025","UIATLAS_012_成长成就图标_01/UIATLAS_012_025_pxui_achievement_core_025_上箭.png"
"03-achievements","026","导师的肯定","achievement:026","UIATLAS_012_成长成就图标_01/UIATLAS_012_026_pxui_achievement_core_026_导师点.png"
"03-achievements","027","连续肯定","achievement:027","UIATLAS_012_成长成就图标_01/UIATLAS_012_027_pxui_achievement_core_027_勾.png"
"03-achievements","028","模型周过关","achievement:028","UIATLAS_012_成长成就图标_01/UIATLAS_012_028_pxui_achievement_core_028_勾.png"
"03-achievements","029","逆风翻盘","achievement:029","UIATLAS_012_成长成就图标_01/UIATLAS_012_029_pxui_achievement_core_029_箭头.png"
"03-achievements","030","有点东西","achievement:030","UIATLAS_012_成长成就图标_01/UIATLAS_012_030_pxui_achievement_core_030_作品集.png"
"03-achievements","031","顶尖水准","achievement:031","UIATLAS_012_成长成就图标_01/UIATLAS_012_031_pxui_achievement_core_031_顶尖作.png"
"03-achievements","032","完美封神","achievement:032","UIATLAS_012_成长成就图标_01/UIATLAS_012_032_pxui_achievement_core_032_皇冠作.png"
"03-achievements","033","投石问路","achievement:033","UIATLAS_012_成长成就图标_01/UIATLAS_012_033_pxui_achievement_core_033_投稿展.png"
"03-achievements","034","三等奖","achievement:034","UIATLAS_012_成长成就图标_01/UIATLAS_012_034_pxui_achievement_core_034_奖杯.png"
"03-achievements","035","二等奖","achievement:035","UIATLAS_012_成长成就图标_01/UIATLAS_012_035_pxui_achievement_core_035_奖杯.png"
"03-achievements","036","一等奖","achievement:036","UIATLAS_012_成长成就图标_01/UIATLAS_012_036_pxui_achievement_core_036_奖杯.png"
"03-achievements","037","渐入佳境","achievement:037","UIATLAS_012_成长成就图标_01/UIATLAS_012_037_pxui_achievement_core_037_奖杯.png"
"03-achievements","038","实习生","achievement:038","UIATLAS_012_成长成就图标_01/UIATLAS_012_038_pxui_achievement_core_038_实习工.png"
"03-achievements","039","第一封 offer","achievement:039","UIATLAS_012_成长成就图标_01/UIATLAS_012_039_pxui_achievement_core_039_录用信.png"
"03-achievements","040","简历成形","achievement:040","UIATLAS_012_成长成就图标_01/UIATLAS_012_040_pxui_achievement_core_040_简历三.png"
"03-achievements","041","设计大师","achievement:041","UIATLAS_012_成长成就图标_01/UIATLAS_012_041_pxui_achievement_core_041_设计三.png"
"03-achievements","042","软件技术大神","achievement:042","UIATLAS_012_成长成就图标_01/UIATLAS_012_042_pxui_achievement_core_042_芯片.png"
"03-achievements","043","艺术家","achievement:043","UIATLAS_012_成长成就图标_01/UIATLAS_012_043_pxui_achievement_core_043_调色盘.png"
"03-achievements","044","演讲高手","achievement:044","UIATLAS_012_成长成就图标_01/UIATLAS_012_044_pxui_achievement_core_044_麦克风.png"
"03-achievements","045","交际花","achievement:045","UIATLAS_012_成长成就图标_01/UIATLAS_012_045_pxui_achievement_core_045_双人对.png"
"03-achievements","046","不吃压力之人","achievement:046","UIATLAS_012_成长成就图标_01/UIATLAS_012_046_pxui_achievement_core_046_盾牌.png"
"03-achievements","047","天命人","achievement:047","UIATLAS_012_成长成就图标_01/UIATLAS_012_047_pxui_achievement_core_047_建筑世.png"
"03-achievements","048","六边形战士","achievement:048","UIATLAS_012_成长成就图标_01/UIATLAS_012_048_pxui_achievement_core_048_徽章.png"
"03-achievements","049","百变人生","achievement:049","UIATLAS_012_成长成就图标_01/UIATLAS_012_049_pxui_achievement_core_049_角色卡.png"
"03-achievements","050","好学生","achievement:050","UIATLAS_012_成长成就图标_01/UIATLAS_012_050_pxui_achievement_core_050_导师卡.png"
"03-achievements","051","强者","achievement:051","UIATLAS_013_成长成就图标_02/UIATLAS_013_001_pxui_achievement_core_051_四项满.png"
"03-achievements","052","AI，你好","achievement:052","UIATLAS_013_成长成就图标_02/UIATLAS_013_002_pxui_achievement_core_052_芯片问.png"
"03-achievements","053","AI职业线","achievement:053","UIATLAS_013_成长成就图标_02/UIATLAS_013_003_pxui_achievement_core_053_产品看.png"
"03-achievements","054","睁眼看世界","achievement:054","UIATLAS_013_成长成就图标_02/UIATLAS_013_004_pxui_achievement_core_054_远行路.png"
"03-achievements","055","忙里偷闲","achievement:055","UIATLAS_013_成长成就图标_02/UIATLAS_013_005_pxui_achievement_core_055_模型.png"
"03-achievements","056","五城游","achievement:056","UIATLAS_013_成长成就图标_02/UIATLAS_013_006_pxui_achievement_core_056_五城地.png"
"03-achievements","057","长征","achievement:057","UIATLAS_013_成长成就图标_02/UIATLAS_013_007_pxui_achievement_core_057_长路线.png"
"03-achievements","058","暑假写生","achievement:058","UIATLAS_013_成长成就图标_02/UIATLAS_013_008_pxui_achievement_core_058_画板.png"
"03-achievements","059","及时补给","achievement:059","UIATLAS_013_成长成就图标_02/UIATLAS_013_009_pxui_achievement_core_059_补给包.png"
"03-achievements","060","理财大师","achievement:060","UIATLAS_013_成长成就图标_02/UIATLAS_013_010_pxui_achievement_core_060_稳定钱.png"
"03-achievements","061","外星人拥有者","achievement:061","UIATLAS_013_成长成就图标_02/UIATLAS_013_011_pxui_achievement_core_061_高性能.png"
"03-achievements","062","AI爱好者","achievement:062","UIATLAS_013_成长成就图标_02/UIATLAS_013_012_pxui_achievement_core_062_电脑.png"
"03-achievements","063","艺术熏陶","achievement:063","UIATLAS_013_成长成就图标_02/UIATLAS_013_013_pxui_achievement_core_063_展览票.png"
"03-achievements","064","头脑风暴","achievement:064","UIATLAS_013_成长成就图标_02/UIATLAS_013_014_pxui_achievement_core_064_草图双.png"
"03-achievements","065","泥腿子","achievement:065","UIATLAS_013_成长成就图标_02/UIATLAS_013_015_pxui_achievement_core_065_泥鞋地.png"
"03-achievements","066","踏破铁鞋","achievement:066","UIATLAS_013_成长成就图标_02/UIATLAS_013_016_pxui_achievement_core_066_磨平鞋.png"
"03-achievements","067","健身爱好者","achievement:067","UIATLAS_013_成长成就图标_02/UIATLAS_013_017_pxui_achievement_core_067_哑铃.png"
"03-achievements","068","铁人","achievement:068","UIATLAS_013_成长成就图标_02/UIATLAS_013_018_pxui_achievement_core_068_奖章.png"
"03-achievements","069","团建积极分子","achievement:069","UIATLAS_013_成长成就图标_02/UIATLAS_013_019_pxui_achievement_core_069_聚餐桌.png"
"03-achievements","070","社交牛杂症","achievement:070","UIATLAS_013_成长成就图标_02/UIATLAS_013_020_pxui_achievement_core_070_社交彩.png"
"03-achievements","071","社恐","achievement:071","UIATLAS_013_成长成就图标_02/UIATLAS_013_021_pxui_achievement_core_071_图纸.png"
"03-achievements","072","躺平","achievement:072","UIATLAS_013_成长成就图标_02/UIATLAS_013_022_pxui_achievement_core_072_枕头.png"
"03-achievements","073","我开摆了","achievement:073","UIATLAS_013_成长成就图标_02/UIATLAS_013_023_pxui_achievement_core_073_躺椅.png"
"03-achievements","074","第一桶金","achievement:074","UIATLAS_013_成长成就图标_02/UIATLAS_013_024_pxui_achievement_core_074_金币.png"
"03-achievements","075","卷王","achievement:075","UIATLAS_013_成长成就图标_02/UIATLAS_013_025_pxui_achievement_core_075_合同.png"
"03-achievements","076","印钞机","achievement:076","UIATLAS_013_成长成就图标_02/UIATLAS_013_026_pxui_achievement_core_076_金币.png"
"03-achievements","077","勤工俭学","achievement:077","UIATLAS_013_成长成就图标_02/UIATLAS_013_027_pxui_achievement_core_077_兼职工.png"
"03-achievements","078","特种兵","achievement:078","UIATLAS_013_成长成就图标_02/UIATLAS_013_028_pxui_achievement_core_078_外卖电.png"
"03-achievements","079","购物狂","achievement:079","UIATLAS_013_成长成就图标_02/UIATLAS_013_029_pxui_achievement_core_079_满购物.png"
"03-achievements","080","咖啡初号机","achievement:080","UIATLAS_013_成长成就图标_02/UIATLAS_013_030_pxui_achievement_core_080_咖啡.png"
"03-achievements","081","星巴克代言人","achievement:081","UIATLAS_013_成长成就图标_02/UIATLAS_013_031_pxui_achievement_core_081_咖啡.png"
